,基础版本,向量化,AVX2
0,0.01663970947265625,0.00813746452331543,0.00771331787109375
1,0.01699662208557129,0.007917165756225586,0.007735490798950195
2,0.016813039779663086,0.008086442947387695,0.005675554275512695
3,0.016937255859375,0.008057355880737305,0.005709409713745117
4,0.01684427261352539,0.008841991424560547,0.007958650588989258
5,0.017040014266967773,0.009127616882324219,0.008285760879516602
6,0.01703166961669922,0.008992195129394531,0.0076274871826171875
7,0.01712322235107422,0.00843191146850586,0.007767915725708008
8,0.016596317291259766,0.007665395736694336,0.00780487060546875
9,0.016712665557861328,0.008173227310180664,0.005418539047241211
10,0.016828536987304688,0.008444786071777344,0.008184671401977539
11,0.017135143280029297,0.008400440216064453,0.005616426467895508
12,0.01677393913269043,0.008399009704589844,0.005780220031738281
13,0.016849040985107422,0.009003639221191406,0.0061953067779541016
14,0.01671290397644043,0.008394479751586914,0.0061228275299072266
15,0.017042875289916992,0.008363485336303711,0.005904436111450195
16,0.016871929168701172,0.008153200149536133,0.0078067779541015625
17,0.01706385612487793,0.007937431335449219,0.00590825080871582
18,0.01687145233154297,0.007777690887451172,0.006224870681762695
19,0.016927719116210938,0.00800776481628418,0.0055446624755859375
20,0.017122268676757812,0.007563352584838867,0.005721092224121094
21,0.017310142517089844,0.008266687393188477,0.007592916488647461
22,0.01666736602783203,0.008437871932983398,0.007842779159545898
23,0.01714777946472168,0.008171558380126953,0.005529642105102539
24,0.016604900360107422,0.008230209350585938,0.007592201232910156
25,0.01671600341796875,0.008335590362548828,0.0060536861419677734
26,0.017019987106323242,0.007863521575927734,0.00734400749206543
27,0.016802549362182617,0.007897615432739258,0.008939504623413086
28,0.017458438873291016,0.008312225341796875,0.007830381393432617
29,0.017806291580200195,0.008468151092529297,0.005870819091796875
30,0.01673412322998047,0.00811314582824707,0.005576372146606445
31,0.01707744598388672,0.00762176513671875,0.007700204849243164
32,0.016925811767578125,0.008365154266357422,0.005777835845947266
33,0.017186641693115234,0.007856130599975586,0.007740020751953125
34,0.01674175262451172,0.00811314582824707,0.007745504379272461
35,0.017496109008789062,0.008056640625,0.005637645721435547
36,0.016976118087768555,0.008320331573486328,0.0057485103607177734
37,0.017364978790283203,0.007801532745361328,0.007744312286376953
38,0.016836881637573242,0.008183479309082031,0.007700920104980469
39,0.01714468002319336,0.00885772705078125,0.0057108402252197266
40,0.016549348831176758,0.008158445358276367,0.0076847076416015625
41,0.01681065559387207,0.008090496063232422,0.007730722427368164
42,0.01675248146057129,0.009340047836303711,0.00785517692565918
43,0.017081022262573242,0.008512020111083984,0.0058596134185791016
44,0.017073631286621094,0.007938146591186523,0.005509614944458008
45,0.01690053939819336,0.007845640182495117,0.005578279495239258
46,0.016728878021240234,0.008484840393066406,0.007682323455810547
47,0.016957998275756836,0.00835108757019043,0.0077495574951171875
48,0.016902923583984375,0.008127450942993164,0.007778644561767578
49,0.017260313034057617,0.008143424987792969,0.005771160125732422
50,0.016809701919555664,0.007589101791381836,0.007854223251342773
51,0.017061948776245117,0.007753849029541016,0.0076944828033447266
52,0.01721787452697754,0.007517576217651367,0.007766246795654297
53,0.016765117645263672,0.008345365524291992,0.007800579071044922
54,0.017279386520385742,0.007666587829589844,0.0058155059814453125
55,0.017295122146606445,0.008194446563720703,0.008299589157104492
56,0.017962932586669922,0.008337974548339844,0.005879402160644531
57,0.016776561737060547,0.00819706916809082,0.005709409713745117
58,0.01676344871520996,0.008492708206176758,0.00783085823059082
59,0.017122983932495117,0.008028268814086914,0.0077555179595947266
60,0.016737699508666992,0.00770258903503418,0.005770444869995117
61,0.016724824905395508,0.00841379165649414,0.007845163345336914
62,0.016484737396240234,0.008030176162719727,0.008358001708984375
63,0.01690387725830078,0.007517337799072266,0.007675886154174805
64,0.01679372787475586,0.007389068603515625,0.007772922515869141
65,0.01668834686279297,0.008285999298095703,0.005673885345458984
66,0.016643762588500977,0.008148908615112305,0.0076868534088134766
67,0.016672849655151367,0.009668827056884766,0.007773876190185547
68,0.016907691955566406,0.007657289505004883,0.005489826202392578
69,0.019868135452270508,0.008081197738647461,0.0076656341552734375
70,0.02227640151977539,0.007706165313720703,0.0055048465728759766
71,0.022019147872924805,0.00867605209350586,0.007712602615356445
72,0.022388219833374023,0.008257150650024414,0.0055751800537109375
73,0.021908283233642578,0.008079051971435547,0.007734775543212891
74,0.021981239318847656,0.008265972137451172,0.006226778030395508
75,0.022064685821533203,0.008115768432617188,0.005884647369384766
76,0.022130489349365234,0.00837087631225586,0.005464792251586914
77,0.021938562393188477,0.007840871810913086,0.005978107452392578
78,0.021818161010742188,0.00831747055053711,0.007756710052490234
79,0.022322416305541992,0.008737802505493164,0.0056552886962890625
80,0.02677297592163086,0.007550477981567383,0.008133649826049805
81,0.022248268127441406,0.007816791534423828,0.006100893020629883
82,0.02247452735900879,0.007424831390380859,0.005690813064575195
83,0.022318124771118164,0.007713794708251953,0.007807493209838867
84,0.022182464599609375,0.008058786392211914,0.006105184555053711
85,0.022565364837646484,0.00808858871459961,0.008322000503540039
