,基础版本,向量化,AVX2
0,0.8359370231628418,0.43918490409851074,0.43544507026672363
1,0.04453706741333008,0.0255429744720459,0.026680946350097656
2,0.0447077751159668,0.025484085083007812,0.026664257049560547
3,0.04390883445739746,0.026432037353515625,0.027542829513549805
4,0.044836997985839844,0.027153968811035156,0.02761387825012207
5,0.04526782035827637,0.026220083236694336,0.026800155639648438
6,0.045031070709228516,0.02554798126220703,0.026445627212524414
7,0.04465603828430176,0.025683164596557617,0.02629995346069336
8,0.04520010948181152,0.025840044021606445,0.026430368423461914
9,0.04531979560852051,0.025813817977905273,0.02657318115234375
10,0.045128822326660156,0.026330947875976562,0.0265960693359375
11,0.04473686218261719,0.026446819305419922,0.026400089263916016
12,0.044001102447509766,0.02619194984436035,0.02633190155029297
13,0.0453641414642334,0.025786161422729492,0.026343822479248047
14,0.04500102996826172,0.0257570743560791,0.026926040649414062
15,0.04449200630187988,0.02675008773803711,0.026790857315063477
16,0.04490184783935547,0.02558112144470215,0.026132822036743164
17,0.0447840690612793,0.025572776794433594,0.026446104049682617
18,0.04452204704284668,0.025994062423706055,0.02639174461364746
19,0.04417681694030762,0.026202917098999023,0.026256084442138672
20,0.04462289810180664,0.025691986083984375,0.02655315399169922
21,0.04487800598144531,0.026089906692504883,0.026610851287841797
22,0.0462498664855957,0.025561809539794922,0.02633380889892578
23,0.04592609405517578,0.02571415901184082,0.02701115608215332
24,0.04480695724487305,0.02564096450805664,0.026453018188476562
25,0.04417586326599121,0.025615930557250977,0.026597023010253906
26,0.0445249080657959,0.02580094337463379,0.026465177536010742
27,0.04414534568786621,0.025877952575683594,0.026658058166503906
28,0.044522762298583984,0.025815963745117188,0.026335954666137695
29,0.04421496391296387,0.026436805725097656,0.026932954788208008
30,0.04431796073913574,0.02604198455810547,0.0265810489654541
31,0.04380011558532715,0.025509119033813477,0.026207923889160156
32,0.04459810256958008,0.026170969009399414,0.026324033737182617
33,0.04418182373046875,0.025607824325561523,0.026559114456176758
34,0.04393601417541504,0.02565908432006836,0.026125669479370117
35,0.044142961502075195,0.025772809982299805,0.026348590850830078
36,0.0447392463684082,0.025660037994384766,0.026554107666015625
37,0.04404115676879883,0.02581191062927246,0.026712656021118164
38,0.044327735900878906,0.02577996253967285,0.026599884033203125
39,0.044049978256225586,0.02769184112548828,0.026405811309814453
40,0.044465065002441406,0.027384042739868164,0.026859045028686523
41,0.044901132583618164,0.026131153106689453,0.02702474594116211
42,0.04413127899169922,0.02577495574951172,0.026779890060424805
43,0.0438990592956543,0.026066303253173828,0.026443004608154297
44,0.04407334327697754,0.026068925857543945,0.026391029357910156
45,0.044096946716308594,0.026210784912109375,0.026679039001464844
46,0.04369997978210449,0.025864839553833008,0.02643418312072754
47,0.0442502498626709,0.025513887405395508,0.027074098587036133
48,0.044281721115112305,0.026098966598510742,0.026765108108520508
49,0.04402303695678711,0.026004791259765625,0.02645087242126465
50,0.04453301429748535,0.025818824768066406,0.026386022567749023
51,0.0450439453125,0.02591419219970703,0.026648998260498047
52,0.04520702362060547,0.02571868896484375,0.0266110897064209
53,0.04438591003417969,0.02572798728942871,0.02670884132385254
54,0.044303178787231445,0.02587604522705078,0.0264890193939209
55,0.04553699493408203,0.025829792022705078,0.026267051696777344
56,0.044877052307128906,0.02587413787841797,0.02668905258178711
57,0.04365801811218262,0.025747299194335938,0.026749849319458008
58,0.04417276382446289,0.025609970092773438,0.026671171188354492
59,0.044387102127075195,0.025860071182250977,0.026360034942626953
60,0.04387784004211426,0.025676965713500977,0.026408910751342773
61,0.0443570613861084,0.025690078735351562,0.026215791702270508
62,0.044429779052734375,0.025857925415039062,0.02660822868347168
63,0.044225215911865234,0.026113033294677734,0.02696394920349121
64,0.0438840389251709,0.02564406394958496,0.026176929473876953
65,0.044048309326171875,0.025751113891601562,0.02674102783203125
66,0.04446005821228027,0.025954008102416992,0.02641892433166504
67,0.04427194595336914,0.025664806365966797,0.026559114456176758
68,0.04403996467590332,0.025905132293701172,0.026708126068115234
69,0.04461812973022461,0.025781869888305664,0.026340007781982422
70,0.04400992393493652,0.025710105895996094,0.02646493911743164
71,0.04419732093811035,0.026065826416015625,0.026423215866088867
72,0.04493522644042969,0.02579784393310547,0.026285171508789062
73,0.044866085052490234,0.025789260864257812,0.026529788970947266
74,0.04456925392150879,0.026011228561401367,0.02713489532470703
75,0.044686079025268555,0.026193857192993164,0.02644801139831543
76,0.0437769889831543,0.025588035583496094,0.026806116104125977
77,0.04423928260803223,0.025744915008544922,0.02669382095336914
78,0.04433798789978027,0.025763988494873047,0.02708721160888672
79,0.04414224624633789,0.025799036026000977,0.02634286880493164
80,0.04401278495788574,0.0259859561920166,0.026652097702026367
81,0.044561147689819336,0.02599334716796875,0.0272829532623291
82,0.04435586929321289,0.02613234519958496,0.026299238204956055
83,0.04404497146606445,0.026479005813598633,0.026845932006835938
84,0.04380512237548828,0.026282072067260742,0.026458024978637695
85,0.04422497749328613,0.02571415901184082,0.0265042781829834
86,0.04431009292602539,0.025805950164794922,0.026643991470336914
87,0.04424595832824707,0.026514053344726562,0.026552677154541016
88,0.045015811920166016,0.026433944702148438,0.026803016662597656
89,0.04435420036315918,0.025819063186645508,0.026471376419067383
90,0.04370522499084473,0.09056782722473145,0.02642822265625
91,0.04442191123962402,0.02748894691467285,0.026571035385131836
92,0.044281959533691406,0.02584981918334961,0.026631832122802734
93,0.04389595985412598,0.026399850845336914,0.026378154754638672
94,0.044380903244018555,0.025653839111328125,0.02671527862548828
95,0.0446467399597168,0.025760650634765625,0.02674102783203125
96,0.04489398002624512,0.025908946990966797,0.026645183563232422
97,0.044622182846069336,0.026052236557006836,0.026379108428955078
98,0.04417610168457031,0.026114702224731445,0.026807069778442383
99,0.04386305809020996,0.0260312557220459,0.026767969131469727
